alert_id,transaction_id,alert_type,severity,detected_at
33,e19eea36-9aa5-4b9a-8144-26c2d58d7584,International Transaction,Medium,2026-01-10 17:04:22.790862
34,fc8bace6-7945-4c67-b3a9-e3fc867e0f73,International Transaction,Medium,2026-01-10 17:04:22.790862
35,6c8ca12c-150d-4a07-a14c-99d8e2a66128,International Transaction,Medium,2026-01-10 17:04:22.790862
36,900e79ac-64ce-4a24-ab41-39aaeb9e2313,International Transaction,Medium,2026-01-10 17:04:22.790862
37,9bf32bda-8fc7-48a0-9694-3ea704fea1f3,International Transaction,Medium,2026-01-10 17:04:22.790862
38,2d4bf901-ca4e-4180-883c-4fd9922bf9e7,International Transaction,Medium,2026-01-10 17:04:22.790862
39,fc4f7ce8-6579-468e-8667-d21ced640a00,International Transaction,Medium,2026-01-10 17:04:22.790862
40,e650866d-d9b8-492b-b940-0131a0fc6bd6,International Transaction,Medium,2026-01-10 17:04:22.790862
41,54e73c2b-3bae-40de-a6a2-79affabdd0b6,International Transaction,Medium,2026-01-10 17:04:22.790862
42,fd5cc988-dfd2-4fef-8fd4-8d492a5a1230,International Transaction,Medium,2026-01-10 17:04:22.790862
43,8e8416b3-4534-45aa-9f27-8a26e1bb16ee,International Transaction,Medium,2026-01-10 17:04:22.790862
44,ba819da3-b677-43dd-aea4-3ad0e8892642,International Transaction,Medium,2026-01-10 17:04:22.790862
45,cc7a36cc-e8b7-4b46-b059-48a076e81467,International Transaction,Medium,2026-01-10 17:04:22.790862
46,c2241fe3-f1a9-4998-83f8-a45fb0377be7,International Transaction,Medium,2026-01-10 17:04:22.790862
47,c91204c7-df05-4417-a7b1-86fba33f1e87,International Transaction,Medium,2026-01-10 17:04:22.790862
48,d853fbf2-5e5f-49ba-b0b4-52447dc986f3,International Transaction,Medium,2026-01-10 17:04:22.790862
49,5dc27460-5bdc-4c98-8ffb-97ff4254d776,International Transaction,Medium,2026-01-10 17:04:22.790862
50,085e3e28-4969-4c19-af5f-ff4067917f40,International Transaction,Medium,2026-01-10 17:04:22.790862
51,d21467ce-692d-46b5-8c1a-8d059b0636fe,International Transaction,Medium,2026-01-10 17:04:22.790862
52,d8a5e4ad-32bd-4871-afcb-43cc4df7e3e7,International Transaction,Medium,2026-01-10 17:04:22.790862
53,b0f51db0-0645-4036-aea0-2b867b159206,International Transaction,Medium,2026-01-10 17:04:22.790862
54,6ca6ccdb-0d48-4952-86b4-3003d220bd85,International Transaction,Medium,2026-01-10 17:04:22.790862
55,cbbf7f41-7a3e-4501-bfd0-338484f9a14f,International Transaction,Medium,2026-01-10 17:04:22.790862
56,6f215122-2b74-4b49-89e0-cb92993f6288,International Transaction,Medium,2026-01-10 17:04:22.790862
57,6aebc813-cc76-4062-b3d6-e2e2adf034fe,International Transaction,Medium,2026-01-10 17:04:22.790862
58,92d24c14-1632-4947-b44a-c0dd53443344,International Transaction,Medium,2026-01-10 17:04:22.790862
59,559bd577-6c13-497b-aacc-d0234c035772,International Transaction,Medium,2026-01-10 17:04:22.790862
60,d8a870fa-88f0-4345-8944-378581ac3524,International Transaction,Medium,2026-01-10 17:04:22.790862
61,06a0ba59-922b-4230-a166-54d08084a590,International Transaction,Medium,2026-01-10 17:04:22.790862
62,0c1e07bd-127e-4a6e-93d3-4bbb49af7beb,International Transaction,Medium,2026-01-10 17:04:22.790862
63,0ab99f6a-7fb8-431a-b1cd-e2046cf78daa,International Transaction,Medium,2026-01-10 17:04:22.790862
64,5e418651-c027-4030-902e-f39861c95b24,International Transaction,Medium,2026-01-10 17:04:22.790862
65,8dc2b752-b412-4708-9a9c-70722b4b4aa0,International Transaction,Medium,2026-01-10 17:04:22.790862
66,8a3825fb-a305-4c3c-9c84-9dee89fb6460,International Transaction,Medium,2026-01-10 17:04:22.790862
67,e63fc24b-178f-4bea-8356-513f8e113d50,International Transaction,Medium,2026-01-10 17:04:22.790862
68,29ee123b-8e92-4cad-9707-2955d1c98923,International Transaction,Medium,2026-01-10 17:04:22.790862
69,7ed21d97-4eae-4369-8efd-f04691314d7c,International Transaction,Medium,2026-01-10 17:04:22.790862
70,4865bd4b-d87a-407b-86b3-b06eecdd3824,International Transaction,Medium,2026-01-10 17:04:22.790862
71,013043ce-d851-47e7-ac7c-3f38d49dfac4,International Transaction,Medium,2026-01-10 17:04:22.790862
72,01aff61e-377a-46bd-ab60-c8c6cbcf8b3f,International Transaction,Medium,2026-01-10 17:04:22.790862
73,c16fdb4c-85b7-4338-a1d5-9af39a199954,International Transaction,Medium,2026-01-10 17:04:22.790862
74,53bad1a5-dae8-40db-a0c0-748752e1d468,International Transaction,Medium,2026-01-10 17:04:22.790862
75,4a5af169-d53b-47a4-929a-d7b8796eb0d5,International Transaction,Medium,2026-01-10 17:04:22.790862
76,b607a09b-7653-4792-8cd4-b37c3ae91eea,International Transaction,Medium,2026-01-10 17:04:22.790862
77,52c29ab5-5ec3-4753-8997-3995caa6956c,International Transaction,Medium,2026-01-10 17:04:22.790862
78,5bb8d6fb-ece2-416c-a7cb-bb588bf892f9,International Transaction,Medium,2026-01-10 17:04:22.790862
79,6367b225-1330-4507-8b03-f0dec4e83c50,International Transaction,Medium,2026-01-10 17:04:22.790862
80,b7572135-6853-4835-a71d-99e30d1df26b,International Transaction,Medium,2026-01-10 17:04:22.790862
81,c34e12ed-fb20-4079-8a7f-cd728c6223dd,International Transaction,Medium,2026-01-10 17:04:22.790862
82,d855eba2-73dd-42b5-b3e9-35572ecd62b3,International Transaction,Medium,2026-01-10 17:04:22.790862
83,36928b14-cbd3-4ca5-980f-77623c030d22,International Transaction,Medium,2026-01-10 17:04:22.790862
84,6499d933-baad-4db1-9426-da136f2a7f86,International Transaction,Medium,2026-01-10 17:04:22.790862
85,bca7f2b3-5b36-41da-96cc-efc5dc57d21f,International Transaction,Medium,2026-01-10 17:04:22.790862
86,57b51025-3b56-4764-9533-66c4c5554b9c,International Transaction,Medium,2026-01-10 17:04:22.790862
87,f747ae85-5d71-48d2-a17a-5d634c1200e3,International Transaction,Medium,2026-01-10 17:04:22.790862
88,4b59eb5d-ba80-4ebd-a819-46ded55f048b,International Transaction,Medium,2026-01-10 17:04:22.790862
89,6e8b3d2b-d36c-4b89-835c-1b7af71e9ec0,International Transaction,Medium,2026-01-10 17:04:22.790862
90,d75552ee-ad58-452c-bc9d-a8e72ad22b81,International Transaction,Medium,2026-01-10 17:04:22.790862
91,5036a320-878f-4285-96b4-047c568378db,International Transaction,Medium,2026-01-10 17:04:22.790862
92,a129c597-9644-47dd-a90e-51a8445ac739,International Transaction,Medium,2026-01-10 17:04:22.790862
93,92d82614-6833-42d0-b29b-5c3c1037f0f1,International Transaction,Medium,2026-01-10 17:04:22.790862
94,23544509-d65e-4e72-a250-b4d275b4a60c,International Transaction,Medium,2026-01-10 17:04:22.790862
95,194575a4-20be-4e56-aa04-7ca4d1e07e2e,International Transaction,Medium,2026-01-10 17:04:22.790862
96,d9f27a35-6a7b-42ec-a8c4-8908a14e2a34,International Transaction,Medium,2026-01-10 17:04:22.790862
97,17ad1e96-9728-4df2-8b65-543ca1e83784,International Transaction,Medium,2026-01-10 17:04:22.790862
98,84579df5-acd4-411c-b5e8-17b287e72a28,International Transaction,Medium,2026-01-10 17:04:22.790862
99,aacf0e80-7f46-4d12-bc77-4cebfebcdd3d,International Transaction,Medium,2026-01-10 17:04:22.790862
100,5ae8ea84-9ac0-4d22-943a-086081033dfe,International Transaction,Medium,2026-01-10 17:04:22.790862
101,35312782-e2b5-44e6-80fd-f59339ac7a0d,International Transaction,Medium,2026-01-10 17:04:22.790862
102,b221f359-a339-4359-a09f-7ed544eaf3f7,International Transaction,Medium,2026-01-10 17:04:22.790862
103,1fa31492-efc8-4f86-a6d5-81e9f4fab306,International Transaction,Medium,2026-01-10 17:04:22.790862
104,97ebbc9c-a60c-49be-ac00-ed2980a431cb,International Transaction,Medium,2026-01-10 17:04:22.790862
105,73fe9dfb-fbac-4ae8-9055-1996d06c9e9e,International Transaction,Medium,2026-01-10 17:04:22.790862
106,9c13cd60-aed0-4290-afc8-a140a4d2c123,International Transaction,Medium,2026-01-10 17:04:22.790862
107,521e339b-530b-4fc9-9f25-cbd4417f458d,International Transaction,Medium,2026-01-10 17:04:22.790862
108,022ae23a-3af8-47a1-a20b-1325a2f86ce8,International Transaction,Medium,2026-01-10 17:04:22.790862
109,fa620407-d9dc-44ba-ad18-750c24e58faf,International Transaction,Medium,2026-01-10 17:04:22.790862
110,555c00a5-a727-495c-bc8a-d36ab2dde922,International Transaction,Medium,2026-01-10 17:04:22.790862
111,8c19d80c-7a0e-42e5-8cf5-47d5cbfaa1c2,International Transaction,Medium,2026-01-10 17:04:22.790862
112,b81d1275-b25f-4083-b60e-a3049f9263fc,International Transaction,Medium,2026-01-10 17:04:22.790862
113,1591676b-5d4c-4d78-b5b4-8dd2dadabe79,International Transaction,Medium,2026-01-10 17:04:22.790862
114,71f127fd-9fd6-49e1-b1e8-7158ae310a8e,International Transaction,Medium,2026-01-10 17:04:22.790862
115,3ed29388-6091-4bf1-81de-cf3f2845cc8d,International Transaction,Medium,2026-01-10 17:04:22.790862
116,9f7e821d-3a86-47e3-ac3b-89354a6f3a38,International Transaction,Medium,2026-01-10 17:04:22.790862
117,159068db-50c7-4a6b-b043-6e0e30d0cfe4,International Transaction,Medium,2026-01-10 17:04:22.790862
118,1ad35501-0485-4057-8e7a-b91493348fd4,International Transaction,Medium,2026-01-10 17:04:22.790862
119,fbb3012e-352c-4ecd-bd1a-6c23480d6710,International Transaction,Medium,2026-01-10 17:04:22.790862
120,14809328-e2bf-4726-8027-a1efc97bdbdb,International Transaction,Medium,2026-01-10 17:04:22.790862
121,73b051be-815a-47c2-a4da-884ab91ff55f,International Transaction,Medium,2026-01-10 17:04:22.790862
122,2e202061-ca04-4cfb-a7eb-398598bb4d28,International Transaction,Medium,2026-01-10 17:04:22.790862
123,2bf38eb5-a6cc-4e55-bfd4-0fa191de9beb,International Transaction,Medium,2026-01-10 17:04:22.790862
124,3a0e9d60-fdd8-4b55-a71b-2286d58b7957,International Transaction,Medium,2026-01-10 17:04:22.790862
125,63bb3f47-4423-4aae-8cd4-7ecc81f0c222,International Transaction,Medium,2026-01-10 17:04:22.790862
126,52e6c02a-32d9-4f37-8d2a-722a6221055a,International Transaction,Medium,2026-01-10 17:04:22.790862
127,22299490-95ba-4d31-be67-2776f7f1564a,International Transaction,Medium,2026-01-10 17:04:22.790862
128,20053862-d593-4d05-a89e-9b3d01d1e062,International Transaction,Medium,2026-01-10 17:04:22.790862
129,7fdc4607-b748-4539-a52c-25ac29c24c38,International Transaction,Medium,2026-01-10 17:04:22.790862
130,7e9a2464-31c5-45c6-aafb-edcf25745cc1,International Transaction,Medium,2026-01-10 17:04:22.790862
131,6babeb49-0880-45ba-bafc-69cb82790481,International Transaction,Medium,2026-01-10 17:04:22.790862
132,be89206a-0ebd-438a-b9c7-416b1bbb9291,International Transaction,Medium,2026-01-10 17:04:22.790862
133,015a326d-371d-4e94-9d12-88f4898e18e6,International Transaction,Medium,2026-01-10 17:04:22.790862
134,f880f482-2016-47d6-9d32-1778fdb77e7b,International Transaction,Medium,2026-01-10 17:04:22.790862
135,c6d7b55f-c145-42a2-a9e7-9c6ac2f7e166,International Transaction,Medium,2026-01-10 17:04:22.790862
136,4b6dbdc8-e568-4ae6-8439-4968d64b9547,International Transaction,Medium,2026-01-10 17:04:22.790862
137,44c8043b-3ec3-42d3-94d5-6d163998e21e,International Transaction,Medium,2026-01-10 17:04:22.790862
138,23ae9c22-5803-49d0-83c6-3864136fbab7,International Transaction,Medium,2026-01-10 17:04:22.790862
139,4d1a7c4f-78fa-422a-ab3e-8f72a821b40f,International Transaction,Medium,2026-01-10 17:04:22.790862
140,f2f84b4b-1bb0-436c-a6fd-36193d2f130c,International Transaction,Medium,2026-01-10 17:04:22.790862
141,0ca7ab58-2bb4-4a28-949c-4801928a1e5d,International Transaction,Medium,2026-01-10 17:04:22.790862
142,237c5dc0-3c37-408d-b4aa-558e9a95b739,International Transaction,Medium,2026-01-10 17:04:22.790862
143,65df68a2-5d64-4bb4-8e75-a00973f83c6d,International Transaction,Medium,2026-01-10 17:04:22.790862
144,b336aedb-9d70-4ff3-b732-a94ff4e8745c,International Transaction,Medium,2026-01-10 17:04:22.790862
145,4edc2fc7-bb25-4d24-950e-2bd52f4c3296,International Transaction,Medium,2026-01-10 17:04:22.790862
146,2cdcb02a-2fc2-4ab2-9880-4caf89678364,International Transaction,Medium,2026-01-10 17:04:22.790862
147,3978db99-30f0-4531-8a64-f9ab3920ed6f,International Transaction,Medium,2026-01-10 17:04:22.790862
148,352bf653-9f62-470c-a628-21229e59b4f4,International Transaction,Medium,2026-01-10 17:04:22.790862
149,a4d72cd4-6ab8-4a81-9aaf-25f10f984274,International Transaction,Medium,2026-01-10 17:04:22.790862
150,89dde07c-b4e9-4bfb-83f2-46399e1e08cd,International Transaction,Medium,2026-01-10 17:04:22.790862
151,9ece2459-ef87-4909-a788-8132fcbbb808,International Transaction,Medium,2026-01-10 17:04:22.790862
152,b5e8c1b1-8ebc-4f49-8db1-4a38cb0ae438,International Transaction,Medium,2026-01-10 17:04:22.790862
153,d347b1b8-896a-4ea3-bc67-c05fea2f29dc,International Transaction,Medium,2026-01-10 17:04:22.790862
154,fdb635ac-03dc-4b42-bcc7-17cc1c030acd,International Transaction,Medium,2026-01-10 17:04:22.790862
155,fb75dfc5-1d77-4faf-9e8b-cbf52e7c1ce6,International Transaction,Medium,2026-01-10 17:04:22.790862
156,32b24949-53c5-42fb-af0d-3a5433d34f04,International Transaction,Medium,2026-01-10 17:04:22.790862
157,ef53f1b6-7b57-4fac-a791-d91755632626,International Transaction,Medium,2026-01-10 17:04:22.790862
158,d7f60eec-da49-432b-a8e1-84dc85266012,International Transaction,Medium,2026-01-10 17:04:22.790862
159,0280ee39-4fd4-4125-9944-bb0f361fadb1,International Transaction,Medium,2026-01-10 17:04:22.790862
160,4955d612-51eb-41e8-8632-c35abd40b4a8,International Transaction,Medium,2026-01-10 17:04:22.790862
161,82d0fc46-e5b7-4f40-80e6-d8a042d92804,International Transaction,Medium,2026-01-10 17:04:22.790862
162,5bbaeb7f-a922-4813-9713-5ac1f70a04e9,International Transaction,Medium,2026-01-10 17:04:22.790862
163,90f12c3b-e5cb-4752-af18-231ed918c731,International Transaction,Medium,2026-01-10 17:04:22.790862
164,57af10a3-b927-4acf-999a-d7c76bec3e32,International Transaction,Medium,2026-01-10 17:04:22.790862
165,95d91d0e-defa-4417-925b-92fe8ee9eba7,International Transaction,Medium,2026-01-10 17:04:22.790862
166,44a51a1b-0870-4caf-b973-6e87b55d5117,International Transaction,Medium,2026-01-10 17:04:22.790862
167,307cc15d-7271-410f-8af7-81b404dc39c8,International Transaction,Medium,2026-01-10 17:04:22.790862
168,d5fbdda5-927a-40dd-a219-2f4c5df4e7b4,International Transaction,Medium,2026-01-10 17:04:22.790862
169,79cf1d44-d968-48a1-9c4a-1f5de7c7354a,International Transaction,Medium,2026-01-10 17:04:22.790862
170,2ace2737-1890-4981-8d15-91bcb1b1be1d,International Transaction,Medium,2026-01-10 17:04:22.790862
171,e75f73ec-c9df-448a-a4db-8aa0ab87db3e,International Transaction,Medium,2026-01-10 17:04:22.790862
172,125d7acc-dcef-4bd6-8e7c-10f18f7e818c,International Transaction,Medium,2026-01-10 17:04:22.790862
173,578cc3b8-d0b5-4737-b4d1-37b488d2dfe7,International Transaction,Medium,2026-01-10 17:04:22.790862
174,314f40fe-a015-4a85-b269-eee092dd328f,International Transaction,Medium,2026-01-10 17:04:22.790862
175,e6c50b65-b0c9-40c2-a406-f269eaac85c5,International Transaction,Medium,2026-01-10 17:04:22.790862
176,132ede07-ca80-4d86-b858-5db1d7c10e67,International Transaction,Medium,2026-01-10 17:04:22.790862
177,65a9fd86-03f1-4f2c-bae6-30937b4f4880,International Transaction,Medium,2026-01-10 17:04:22.790862
178,140cabb2-ba43-4ef9-adbc-c1adb169c10f,International Transaction,Medium,2026-01-10 17:04:22.790862
179,ae83903b-3b47-4f14-a7c1-d31ac30d1421,International Transaction,Medium,2026-01-10 17:04:22.790862
180,0641ad3c-fb9c-4e2e-8372-1c780aca0c17,International Transaction,Medium,2026-01-10 17:04:22.790862
181,8f7c55aa-28c7-40c0-834c-a2dd27f98c19,International Transaction,Medium,2026-01-10 17:04:22.790862
182,bf37be02-718b-4a7c-a7f6-1c3a7e9b8944,International Transaction,Medium,2026-01-10 17:04:22.790862
183,32ffcbdb-2c5f-4a12-9d97-9be74084ac28,International Transaction,Medium,2026-01-10 17:04:22.790862
184,9a862ef7-3f4f-45fb-8253-4b3a149b6825,International Transaction,Medium,2026-01-10 17:04:22.790862
185,82955016-79b1-45d8-b76b-082aec459922,International Transaction,Medium,2026-01-10 17:04:22.790862
186,52a5e31b-5fe3-4a2e-87bf-6652476fcc31,International Transaction,Medium,2026-01-10 17:04:22.790862
187,b178d0e8-87a9-4842-99fc-2c363c6d7633,International Transaction,Medium,2026-01-10 17:04:22.790862
188,b808ca88-4583-4299-9da3-c21dfa04cc79,International Transaction,Medium,2026-01-10 17:04:22.790862
189,73bd9c2a-df49-47b1-9ca7-f0de49553213,International Transaction,Medium,2026-01-10 17:04:22.790862
190,8d53fcc1-583c-4fa1-a094-b495f51f2559,International Transaction,Medium,2026-01-10 17:04:22.790862
191,82183a53-8c6e-4899-98e4-7fcb1c49f246,International Transaction,Medium,2026-01-10 17:04:22.790862
192,93e0592b-2696-434a-8d33-aaafdd45529f,International Transaction,Medium,2026-01-10 17:04:22.790862
193,a88ee318-7d87-4bd3-8cd1-14ad3c6a4768,International Transaction,Medium,2026-01-10 17:04:22.790862
194,5f79b2f2-546b-4b15-a70b-ce199c9bc94d,International Transaction,Medium,2026-01-10 17:04:22.790862
195,86e6532a-c28c-405b-ab23-549e18d26cd0,International Transaction,Medium,2026-01-10 17:04:22.790862
196,6367d149-ab34-4711-8895-efbe664cb33e,International Transaction,Medium,2026-01-10 17:04:22.790862
197,b07119e3-cebd-46ce-be4a-3c60263c0077,International Transaction,Medium,2026-01-10 17:04:22.790862
198,34a68eb2-400f-4a24-803c-2771d48cf228,International Transaction,Medium,2026-01-10 17:04:22.790862
199,7b6aab7d-7882-45ec-87f2-29acd0d67e0d,International Transaction,Medium,2026-01-10 17:04:22.790862
200,85ffbc8c-05db-4323-b1ab-2ecfa91f1dc9,International Transaction,Medium,2026-01-10 17:04:22.790862
201,029f6124-9e43-44f3-af09-9cf21c23ae8b,International Transaction,Medium,2026-01-10 17:04:22.790862
202,cb9f953b-f51d-4d42-9f45-ac42b0a5bac8,International Transaction,Medium,2026-01-10 17:04:22.790862
203,4824c198-6646-4917-98b1-0e1845fce220,International Transaction,Medium,2026-01-10 17:04:22.790862
204,9bbadb2b-d2dd-4f3a-8d77-2b56c078341c,International Transaction,Medium,2026-01-10 17:04:22.790862
205,85e7f823-d7b3-47fb-8347-9d74a15784d0,International Transaction,Medium,2026-01-10 17:04:22.790862
206,ebafbf1f-a14b-49c1-8eda-50cd235c84a4,International Transaction,Medium,2026-01-10 17:04:22.790862
207,b782e5e0-b63f-4ad3-9fbb-dcd030674ea7,International Transaction,Medium,2026-01-10 17:04:22.790862
208,b2c4ccbd-f7dc-4590-85c9-8fc316b63eb8,International Transaction,Medium,2026-01-10 17:04:22.790862
209,c0208b15-eb14-4736-a869-ba453d4e39e1,International Transaction,Medium,2026-01-10 17:04:22.790862
210,3a2e3259-058f-4f4a-ab32-97409a8e7829,International Transaction,Medium,2026-01-10 17:04:22.790862
211,c72df4f7-dc35-4f23-9e1a-109402b17354,International Transaction,Medium,2026-01-10 17:04:22.790862
212,75d95f18-d249-4cc3-8760-4e63d81df094,International Transaction,Medium,2026-01-10 17:04:22.790862
213,3587d2ae-62c4-4d0e-95ec-11e76705a830,International Transaction,Medium,2026-01-10 17:04:22.790862
214,3fb0f361-b1c9-48e1-be5d-4b609449a31b,International Transaction,Medium,2026-01-10 17:04:22.790862
215,4fc9d728-230d-4414-8ea3-654a173bb641,International Transaction,Medium,2026-01-10 17:04:22.790862
216,88f7ba66-55e0-4cc1-b271-237c7afa9fcb,International Transaction,Medium,2026-01-10 17:04:22.790862
217,2ab31a66-773a-440c-82ef-e267aa15b3f8,International Transaction,Medium,2026-01-10 17:04:22.790862
218,fede7668-e89e-4f10-a0d2-0fa50594ff15,International Transaction,Medium,2026-01-10 17:04:22.790862
219,35204ed7-8c72-4e14-a580-2e38c4efddff,International Transaction,Medium,2026-01-10 17:04:22.790862
220,6ebe38d0-c73d-4a8d-b60d-92077f2117a5,International Transaction,Medium,2026-01-10 17:04:22.790862
221,5ec109fa-b1e5-4deb-a5d2-cb4d7458ba5f,International Transaction,Medium,2026-01-10 17:04:22.790862
222,0e7c0a08-3c06-4372-b46b-7768594ad89a,International Transaction,Medium,2026-01-10 17:04:22.790862
223,a1734898-0fdd-40d9-90f3-e2035e115c6d,International Transaction,Medium,2026-01-10 17:04:22.790862
224,e6659756-eeae-4eb5-b594-e16e1fb011c5,International Transaction,Medium,2026-01-10 17:04:22.790862
225,66d25a9c-8f42-407a-b9a6-833c753dc7f6,International Transaction,Medium,2026-01-10 17:04:22.790862
226,60365d6a-da07-4137-95c0-124248dcb043,International Transaction,Medium,2026-01-10 17:04:22.790862
227,361b3634-5886-4c00-a7fb-a8bb34eb7351,International Transaction,Medium,2026-01-10 17:04:22.790862
228,92cd3c3f-8c17-43e2-b809-ca6e7a303c2d,International Transaction,Medium,2026-01-10 17:04:22.790862
229,933e8496-0741-48dc-8ac6-06ea8f834267,International Transaction,Medium,2026-01-10 17:04:22.790862
230,6345cc95-3dc5-4fa7-b2bc-dcda398d39a8,International Transaction,Medium,2026-01-10 17:04:22.790862
231,a25590b4-e35b-45dc-9b4c-ec7167ef4ed0,International Transaction,Medium,2026-01-10 17:04:22.790862
232,f4874200-e9ac-4574-a293-3c001ab9dd62,International Transaction,Medium,2026-01-10 17:04:22.790862
233,9ab69df6-f592-4fc5-8818-9e6ea6ab9c17,International Transaction,Medium,2026-01-10 17:04:22.790862
234,fafbf235-7b21-48af-9c05-0727cb23187b,International Transaction,Medium,2026-01-10 17:04:22.790862
235,d49fa6d1-a87c-418f-a610-bac99fe29458,International Transaction,Medium,2026-01-10 17:04:22.790862
236,1978cb12-6406-44e8-969e-a3aed39785c8,International Transaction,Medium,2026-01-10 17:04:22.790862
237,cc71d933-07eb-46f3-a4ac-de34d12f400c,International Transaction,Medium,2026-01-10 17:04:22.790862
238,648ab147-227b-48a9-874f-828f44df1896,International Transaction,Medium,2026-01-10 17:04:22.790862
239,493054b9-1237-4b1e-bddc-b4d1af202299,International Transaction,Medium,2026-01-10 17:04:22.790862
240,a59e8805-d4c2-45dd-8a02-cca6a3d77973,International Transaction,Medium,2026-01-10 17:04:22.790862
241,65cbc80b-59a5-44a2-8f7e-56515e729a20,International Transaction,Medium,2026-01-10 17:04:22.790862
242,54669e71-267f-466a-a978-1d9f6f81565c,International Transaction,Medium,2026-01-10 17:04:22.790862
243,952da3e8-043b-4cb5-84ea-ecc9f6a82e5e,International Transaction,Medium,2026-01-10 17:04:22.790862
244,907f1a9a-6197-4fc0-b724-8fe4baf65ac2,International Transaction,Medium,2026-01-10 17:04:22.790862
245,7c91f16d-d7cf-48e5-ad5b-e38bb40cd374,International Transaction,Medium,2026-01-10 17:04:22.790862
246,a499f755-1091-4f85-9d89-7f06d66a49a8,International Transaction,Medium,2026-01-10 17:04:22.790862
247,3c347e8a-385c-459f-9b2d-900d3f2f465a,International Transaction,Medium,2026-01-10 17:04:22.790862
248,488e11fd-1e35-4fc3-835a-1430df8cedba,International Transaction,Medium,2026-01-10 17:04:22.790862
249,97f7f0b2-37d0-4e0b-bd1a-f57ae7140023,International Transaction,Medium,2026-01-10 17:04:22.790862
250,a1a62cf5-a315-4250-806e-2f69967a239e,International Transaction,Medium,2026-01-10 17:04:22.790862
251,fdab9bd3-a945-4baf-a15c-7f9a81fa6a20,International Transaction,Medium,2026-01-10 17:04:22.790862
252,380e10c6-b361-4c8b-b48c-9c959411b710,International Transaction,Medium,2026-01-10 17:04:22.790862
