device_id,user_id,device_type,os,last_active
4e90ec6a-e5ae-4b65-aa0e-980527fea62a,9c42c4b2-9eee-4b0c-b85d-5f8c51d23a55,Mobile,Android,2026-01-09 21:57:35
45e5e791-defe-40c4-b460-ef73d97c6863,7228fcc4-6153-48fc-b4f1-30a1b84d44a9,Desktop,Windows,2026-01-09 21:57:13
242d0774-c666-45ca-a70e-6fcc29bcb5fd,7228fcc4-6153-48fc-b4f1-30a1b84d44a9,Tablet,Android,2026-01-09 21:57:01
23b4c732-363b-43e2-8e4e-f069cadaa45f,28707233-57c7-47ec-99fa-20f689296509,Tablet,iOS,2026-01-09 21:57:42
8fd53b7c-b93d-44a7-b58d-3e3fa53d8028,28707233-57c7-47ec-99fa-20f689296509,Mobile,MacOS,2026-01-09 21:57:25
be54d2e1-6997-4c60-89e9-7ffb4fab8ea9,28707233-57c7-47ec-99fa-20f689296509,Mobile,iOS,2026-01-09 21:57:37
0c78c48e-ea91-4052-9afe-6e8efccdd781,e15516ea-c69d-4546-bfb8-e414ba64c7dd,Tablet,MacOS,2026-01-09 21:57:29
c728b277-f75b-4308-a274-824256ed427b,ff62c8f1-6d04-4c8d-b64a-7e52a0a79ea7,Desktop,MacOS,2026-01-09 21:57:26
c31e648e-0f1a-4921-b41e-a26d5643c10a,66452834-7ee0-4ab1-94a7-4b20c1f19040,Desktop,iOS,2026-01-09 21:56:47
987a126f-b3d7-437a-b9df-8c4d42b84ae5,4249ed56-a228-4291-ae7a-07baddda3b6f,Tablet,Android,2026-01-09 21:57:16
3244be21-3a67-4438-9679-3c418cf78411,7207bcee-bc14-415b-896d-0905fe49ef5c,Desktop,iOS,2026-01-09 21:57:11
83f2701e-637b-46da-bcc3-06e1c4f01b5e,7207bcee-bc14-415b-896d-0905fe49ef5c,Desktop,Android,2026-01-09 21:57:16
975d7bd7-3d03-41b4-bf38-7803b8d1852b,7207bcee-bc14-415b-896d-0905fe49ef5c,Desktop,Windows,2026-01-09 21:57:37
88b612b0-2b95-443b-8bcb-0bb9046e943d,4eb16782-f5da-4004-bef0-54e49eea4d84,Tablet,iOS,2026-01-09 21:57:14
43e1195d-7609-49a8-a2da-6e05a357b405,41816045-b607-4184-b2e5-0cd4598f1095,Desktop,Windows,2026-01-09 21:57:43
fad70ce0-2a8e-40e1-8f2c-5456deced898,41816045-b607-4184-b2e5-0cd4598f1095,Mobile,MacOS,2026-01-09 21:57:26
14ee4ae9-7083-4070-b4e5-c71313e0bf33,41816045-b607-4184-b2e5-0cd4598f1095,Tablet,Android,2026-01-09 21:57:26
1f98cb32-e957-41ee-aa17-8821d6824a6d,6d5a3f9c-2d9e-4781-a85a-99fafbd77fa2,Tablet,Windows,2026-01-09 21:56:53
fa746e9d-7aff-4de2-bc2f-cd6b44b6d4d1,6d5a3f9c-2d9e-4781-a85a-99fafbd77fa2,Desktop,MacOS,2026-01-09 21:57:08
5b39a451-d722-4f07-b654-f63a89029dec,a21c1c8c-3236-4572-844d-0e7f66ba0a46,Mobile,iOS,2026-01-09 21:57:28
1f377b26-a7e7-4521-b817-9aeb408b8103,a21c1c8c-3236-4572-844d-0e7f66ba0a46,Desktop,MacOS,2026-01-09 21:57:47
d9f0da51-9d4b-4665-bedf-bb1553d93bd7,a21c1c8c-3236-4572-844d-0e7f66ba0a46,Tablet,Android,2026-01-09 21:57:30
ebee2938-ad23-4329-a83a-9456e550a0e9,9a36b0dc-52ed-43cc-bc35-c7562aac3f0b,Tablet,Android,2026-01-09 21:57:37
18e395c9-b16c-4edb-849e-c3ccbf66248d,b39b6b9c-dd57-48cc-8743-230f5fc8ac67,Tablet,iOS,2026-01-09 21:56:48
8a3ae933-3489-4995-9e73-1dfcf30db216,b39b6b9c-dd57-48cc-8743-230f5fc8ac67,Mobile,Android,2026-01-09 21:57:16
6a9e0a20-3daf-4626-a8ea-ec8804b5a451,b39b6b9c-dd57-48cc-8743-230f5fc8ac67,Tablet,Windows,2026-01-09 21:57:20
5e5d35fe-cee4-477f-a1e5-3dcb80da955b,6ab56d44-8c4a-4fa4-ae99-78aac606b4ba,Mobile,iOS,2026-01-09 21:57:08
091ca28c-1498-45a6-9cfb-464601da3b93,0f9d823e-3da5-44e0-a278-a76757869dc8,Mobile,iOS,2026-01-09 21:57:24
7b26dc43-adb6-4f4c-a646-bbaf4eb8f4d3,0f9d823e-3da5-44e0-a278-a76757869dc8,Tablet,Android,2026-01-09 21:56:59
49a7c6d3-8c21-4a11-ac7a-bd5b31e1d4cf,f3ad3bc6-5a06-40bc-b67d-507e5f286f51,Tablet,Android,2026-01-09 21:56:53
1beea8f7-f6a2-44fa-905f-168179bf500e,b94846e4-e0d8-464a-a4b9-fb119557e97d,Mobile,Windows,2026-01-09 21:56:53
7215011e-3e52-413b-9fb4-008d34323d73,827a6581-e23c-4fca-b4ff-d81ebb407e98,Mobile,Windows,2026-01-09 21:56:47
660d815d-a8b5-4e51-8d53-687c2907190f,ee6e6f2f-fd17-4e6d-9087-102282156c3a,Mobile,Windows,2026-01-09 21:57:25
77e12d6d-6c5e-42a4-966b-62b41f3054d3,ee6e6f2f-fd17-4e6d-9087-102282156c3a,Tablet,MacOS,2026-01-09 21:57:32
732d453c-77b6-4b56-8e69-1676f09f7439,af8d152f-624f-4a45-a192-e10100b602ab,Tablet,MacOS,2026-01-09 21:56:51
0541f6bf-053a-48bb-8996-8773f817e621,af8d152f-624f-4a45-a192-e10100b602ab,Tablet,Android,2026-01-09 21:57:24
c3a0139a-a9dd-4cb8-8941-698e993c82f9,af8d152f-624f-4a45-a192-e10100b602ab,Tablet,MacOS,2026-01-09 21:57:37
7714ea34-7bc0-4e93-af60-a453a0fca501,4577e3e1-9b81-4482-b30e-1981ddc99ea6,Mobile,Windows,2026-01-09 21:57:40
1f58a95f-7ace-4eee-8f61-3ba646d083a6,1ddacc9a-7be8-44b6-bca8-d666e0c6b8c9,Mobile,iOS,2026-01-09 21:56:59
d0cfa2e7-472f-4329-892d-37c1e179c15e,1ddacc9a-7be8-44b6-bca8-d666e0c6b8c9,Tablet,Android,2026-01-09 21:57:44
08b678f8-d61b-4956-b2a6-cf739680a539,4c96a7e8-6e4d-4218-951e-e7956e74ef10,Desktop,iOS,2026-01-09 21:57:23
7472add9-7ea6-4b42-a44f-52c3a95f5066,9620b712-2d4d-478c-bbb5-70fab50e3406,Tablet,MacOS,2026-01-09 21:56:55
e7b2f0df-01ae-43a3-94a0-c49f4733f7c2,9620b712-2d4d-478c-bbb5-70fab50e3406,Tablet,Android,2026-01-09 21:57:27
55671c2c-5f6d-4c6e-8aa6-6f03f007c7bd,9620b712-2d4d-478c-bbb5-70fab50e3406,Mobile,iOS,2026-01-09 21:57:19
ab5034cb-68b7-4f69-bee8-45de43ea53b6,05ab48d3-df58-404d-90ca-c4af50859cf4,Mobile,Android,2026-01-09 21:57:03
5d7b8974-4452-4418-b619-85e811961003,78233f00-e8df-439c-ab83-ff346423b8d4,Mobile,Windows,2026-01-09 21:57:09
ea677bd9-cf91-419d-928e-91e5a4004351,57b47eee-45e1-4ee3-88f8-a97b434d5641,Tablet,iOS,2026-01-09 21:57:13
e790e27f-e928-404b-a7bc-e0356949d676,57b47eee-45e1-4ee3-88f8-a97b434d5641,Desktop,iOS,2026-01-09 21:57:17
3d3c7301-5e5a-45b9-93ca-60eac63bc76b,57b47eee-45e1-4ee3-88f8-a97b434d5641,Mobile,iOS,2026-01-09 21:57:33
be3be6af-240c-4f42-b5fd-0f96b6116613,06b289a0-c51c-4e0a-a45c-750020173470,Desktop,Android,2026-01-09 21:57:26
023df283-33e5-4aa6-9e40-509ba87bbfc8,7defdd5a-bf1e-47d4-9b8e-f55fde1d9f2b,Tablet,iOS,2026-01-09 21:57:15
d6763f51-aec9-4ff9-b4c3-9c7ac105b6d3,7defdd5a-bf1e-47d4-9b8e-f55fde1d9f2b,Mobile,iOS,2026-01-09 21:56:58
eeec1054-38f9-4f0c-a1f0-f959b3524d80,8e0ac131-bb65-4d60-a3a4-3122393fbdc9,Desktop,Windows,2026-01-09 21:57:02
2b0ad0cf-f6f0-44fd-84f4-7a84bf83fe94,8b3dd47f-2ebb-4e0f-8fed-135b1824aabb,Mobile,Android,2026-01-09 21:56:55
ea29ab3c-fb00-469b-9cfe-c6f1fa719367,49eb08bd-0ff8-46f9-8823-63a0d0e8b548,Mobile,MacOS,2026-01-09 21:57:38
88d1e022-d9bf-47fa-b9ee-4037b314551c,49eb08bd-0ff8-46f9-8823-63a0d0e8b548,Mobile,iOS,2026-01-09 21:56:49
426615f1-df69-4988-afa3-b9229406ec3a,49eb08bd-0ff8-46f9-8823-63a0d0e8b548,Mobile,iOS,2026-01-09 21:56:50
644cb042-67a5-4abd-865e-58a65aa4bea2,e801353d-6f3b-4b1a-9e2e-b9f07cdc0061,Mobile,Windows,2026-01-09 21:56:55
0d755a6f-2722-4df3-8712-373c28a749bb,f554c31b-881d-41dd-87bc-440a2de24f5b,Tablet,Windows,2026-01-09 21:57:06
71261d81-763f-4701-9c16-641751f0d448,f554c31b-881d-41dd-87bc-440a2de24f5b,Desktop,Android,2026-01-09 21:57:24
6177518f-5f8a-4e89-9d64-f0f1c71454d6,0e41dada-2c5a-4188-9eed-cdf590985ccf,Tablet,Android,2026-01-09 21:57:14
2a99b52c-7be1-42bc-9ac9-6b15ef6134a7,6ee69936-2a3f-4898-88a9-9cc095dcb654,Mobile,iOS,2026-01-09 21:57:19
0c3765af-4fa5-4fc7-9936-ed686ab7fb23,6ee69936-2a3f-4898-88a9-9cc095dcb654,Desktop,iOS,2026-01-09 21:57:28
8f3d29d5-964c-42d8-aa45-387df2ebbfdc,5038fd1d-aabe-4568-a47e-893bc57d4763,Mobile,Android,2026-01-09 21:57:35
2ea4be29-31e6-4916-a3dc-f083e7ecfdbe,5038fd1d-aabe-4568-a47e-893bc57d4763,Desktop,MacOS,2026-01-09 21:57:09
0be8a578-469e-43be-83e0-621afeb1af04,5038fd1d-aabe-4568-a47e-893bc57d4763,Desktop,MacOS,2026-01-09 21:57:06
06d62a80-9f36-456e-85d1-43586a5d17a2,7accfef1-9376-4c6b-a310-f3fd3ac17e70,Mobile,MacOS,2026-01-09 21:57:24
341f1eba-d821-4910-806d-cfc8b05a0799,07d515ed-e56a-4313-87af-204b5210a999,Mobile,Android,2026-01-09 21:57:43
e0109f54-ad81-4385-9cd6-68c2732d8992,07d515ed-e56a-4313-87af-204b5210a999,Desktop,Android,2026-01-09 21:57:21
d0b00bf8-474c-4f6f-89e6-ca4d3cc81934,e9ad4639-1f23-404b-9c31-c3ae9a789966,Mobile,iOS,2026-01-09 21:57:36
bc2c9e87-6120-4fdb-8606-1e21d95e2e2b,cfec2cb5-ba3f-4af6-ad53-26b290a74c9c,Tablet,MacOS,2026-01-09 21:56:56
8cbb6244-eb02-4dbd-ad1e-4974bc34d889,cfec2cb5-ba3f-4af6-ad53-26b290a74c9c,Desktop,Windows,2026-01-09 21:56:56
815e5765-e149-4360-9f01-a50b42324447,4ee4c07b-1f67-4b40-8a6d-69dc55a7dbe6,Tablet,Android,2026-01-09 21:57:17
12dc0976-e798-439a-bec2-3140b6d9ca27,4ee4c07b-1f67-4b40-8a6d-69dc55a7dbe6,Mobile,Android,2026-01-09 21:57:06
d9191be1-b17b-4996-ad69-11f898f0a55e,7ed9dcc8-8789-4ce0-a32a-cc1bcacc90b4,Desktop,MacOS,2026-01-09 21:57:25
df2a5460-eee1-4c45-8db4-4833c004ade4,e4fbb890-0b71-4b96-9da3-81f18aa2fcae,Mobile,MacOS,2026-01-09 21:57:08
18adc186-acc3-4c3c-b579-42a4887d203e,e4fbb890-0b71-4b96-9da3-81f18aa2fcae,Tablet,Android,2026-01-09 21:57:05
c64da180-ca1a-4633-9ba9-ba5ae49d9f5e,c0ff4161-7b19-4058-8e80-605f2ad10abd,Mobile,Android,2026-01-09 21:57:10
933294aa-7c05-4c46-92e7-d40f96b280ee,c0ff4161-7b19-4058-8e80-605f2ad10abd,Tablet,iOS,2026-01-09 21:56:47
33fe59c5-c51a-4b2a-8ea1-ac3cf9fe2151,023a6f76-1222-4681-bb3e-9875580f6d6a,Mobile,MacOS,2026-01-09 21:57:20
1137d172-3c5c-42ba-9687-0464559ba0cc,023a6f76-1222-4681-bb3e-9875580f6d6a,Tablet,Android,2026-01-09 21:57:24
01516763-df7a-41f3-b810-a55e37d28f30,1940d02e-036d-485d-b383-7ea35255425e,Tablet,Android,2026-01-09 21:57:29
c894ef09-07d3-44ee-ae78-278378c529f7,1940d02e-036d-485d-b383-7ea35255425e,Desktop,MacOS,2026-01-09 21:57:30
8f55b04f-1696-440f-aa7d-641628645b23,5673e95c-4289-4e47-b4d8-885425dc3dd3,Desktop,Windows,2026-01-09 21:56:56
c5078f6e-5b05-43d9-88cb-2be80b18d260,5673e95c-4289-4e47-b4d8-885425dc3dd3,Desktop,iOS,2026-01-09 21:56:50
7ccbf516-95b0-481d-b80d-8246adcc3148,5673e95c-4289-4e47-b4d8-885425dc3dd3,Desktop,Windows,2026-01-09 21:57:02
85333818-4ccb-43ed-ab99-872dc44c9690,0d5bad42-135b-4b65-af37-f4b5be26f183,Mobile,Android,2026-01-09 21:57:19
7c8ef768-68e8-498c-8b51-30ccfa511dc3,0d5bad42-135b-4b65-af37-f4b5be26f183,Tablet,Android,2026-01-09 21:57:39
6a40cd95-235b-4ade-8c4e-2741e3b59ee2,0d5bad42-135b-4b65-af37-f4b5be26f183,Tablet,Android,2026-01-09 21:57:40
dd208aff-5ec9-4aed-9b36-6d074e689b42,f846bee7-fcb2-46a6-a671-1aaa4c0b9abe,Desktop,Android,2026-01-09 21:57:22
833dfaf2-7dbb-4265-aeb6-5e51ec9c1c20,f846bee7-fcb2-46a6-a671-1aaa4c0b9abe,Mobile,iOS,2026-01-09 21:57:41
23245187-9435-4587-b228-b42d59afd376,f846bee7-fcb2-46a6-a671-1aaa4c0b9abe,Desktop,Android,2026-01-09 21:56:50
6195e34d-5cb8-4970-9cb0-d32cd33bf872,587abf8b-dc0f-47eb-9d74-8a7f0ca11714,Tablet,MacOS,2026-01-09 21:57:14
13cdd158-55e6-42d6-ab94-6717b4fa933e,587abf8b-dc0f-47eb-9d74-8a7f0ca11714,Desktop,Android,2026-01-09 21:57:09
0e8816c4-7b11-428a-b0d1-613b25d0a191,587abf8b-dc0f-47eb-9d74-8a7f0ca11714,Tablet,Windows,2026-01-09 21:56:59
2d2ce041-4258-459e-b858-faf0088af408,6097c10e-e61c-4a8d-a4df-43324b00cb45,Desktop,Android,2026-01-09 21:56:59
71b1d6d3-be06-4623-91cd-82396bf9ed41,3bddfc3f-14f9-471d-b8fc-04b6982c693c,Tablet,MacOS,2026-01-09 21:57:27
1f7bb26f-9ccd-4d8c-b6b6-769c0f68039a,3bddfc3f-14f9-471d-b8fc-04b6982c693c,Tablet,MacOS,2026-01-09 21:57:45
46888e8d-ff64-490e-a340-52983234d23a,9420c21f-ae96-43f5-80aa-07d104ef11ac,Tablet,iOS,2026-01-09 21:56:59
e83834ef-07f8-4115-9fb7-0b778ee227f3,9420c21f-ae96-43f5-80aa-07d104ef11ac,Tablet,iOS,2026-01-09 21:57:37
4d7687eb-3c12-4687-9ce5-54db8cb9fff3,9420c21f-ae96-43f5-80aa-07d104ef11ac,Desktop,MacOS,2026-01-09 21:56:51
0995b29a-cff0-4748-8c17-beeb923cee5f,e8814dc3-846b-4e57-8e59-c609b729b7f2,Mobile,Android,2026-01-09 21:57:08
194958b6-9161-471d-a6ae-f353de23e268,f6a5bb24-718c-4cb7-8500-80148de83b58,Tablet,iOS,2026-01-09 21:56:59
e0e91c87-a71f-465c-ae40-b6c02f582404,f6a5bb24-718c-4cb7-8500-80148de83b58,Desktop,Windows,2026-01-09 21:57:29
8e113694-8390-40a7-98bd-443b0b883cc6,f8e70632-1de6-4053-9bab-b1c49c9495f2,Mobile,MacOS,2026-01-09 21:57:17
52552bc7-7c60-4c8e-b4cb-d73721a2f852,c8d5249e-0aff-4434-8322-7787d323336d,Mobile,iOS,2026-01-09 21:57:31
d2018dba-be0e-460b-a395-6f1220a537b1,c8d5249e-0aff-4434-8322-7787d323336d,Mobile,Android,2026-01-09 21:57:31
9ccf3613-0de7-416f-afb0-61e0f16a9a7d,e349aa3a-8dd4-4141-97ae-37f83ff9e237,Desktop,MacOS,2026-01-09 21:57:16
98226586-b344-439a-b69f-0f62d53cc76a,e349aa3a-8dd4-4141-97ae-37f83ff9e237,Desktop,Android,2026-01-09 21:57:25
16fdab17-7b6d-4dad-b0c4-adfb3f3035f9,563feb67-1fea-4484-a07a-895525365d49,Tablet,Android,2026-01-09 21:57:31
51704bbd-382a-4d2d-9c13-eb95490ff1d9,563feb67-1fea-4484-a07a-895525365d49,Mobile,iOS,2026-01-09 21:57:08
567c30b7-d068-409e-a3a7-f58509ecddd0,563feb67-1fea-4484-a07a-895525365d49,Desktop,Android,2026-01-09 21:57:41
f4c23cd9-6748-4df5-800b-916dc7fbd591,39263aa5-34dc-4d1a-b1b3-231dc705222b,Tablet,Windows,2026-01-09 21:57:24
725da81c-ab40-4261-8a38-591d8a38f0ab,18c016d4-2e3a-47b7-968a-a4a23d264e79,Desktop,iOS,2026-01-09 21:57:23
3e9c5eb0-0be6-4e18-a439-5c8c364b7951,39d4ca1a-15e0-47d3-a339-f34b56ac981a,Tablet,Windows,2026-01-09 21:57:08
ce17ac31-a3c4-4671-8ab3-e911cff47e0f,39d4ca1a-15e0-47d3-a339-f34b56ac981a,Mobile,iOS,2026-01-09 21:57:26
500abfd1-23eb-49ec-96b3-149d47b9322b,39d4ca1a-15e0-47d3-a339-f34b56ac981a,Desktop,iOS,2026-01-09 21:57:06
28b9d3f4-f0b0-45dc-8d5e-e04221c0c9ed,e4d471d6-cf1e-4b4a-9e60-b64bc7a3f1bd,Mobile,Android,2026-01-09 21:57:13
c31633e0-6d4f-4853-bb02-e04b3833375a,e4d471d6-cf1e-4b4a-9e60-b64bc7a3f1bd,Tablet,Android,2026-01-09 21:57:08
8c91747a-839a-4e01-951e-4b5939b6041f,4cec9118-2579-48f7-956b-a9cc73193002,Tablet,MacOS,2026-01-09 21:56:57
6b03f089-c65b-4d87-a640-706bdd74d53d,4cec9118-2579-48f7-956b-a9cc73193002,Desktop,Windows,2026-01-09 21:56:53
bdc4de90-1d89-4b54-ab68-d896d67921ba,4cec9118-2579-48f7-956b-a9cc73193002,Tablet,Android,2026-01-09 21:57:16
f75573fc-52f0-43ef-bb1d-4cb3c69197dc,a279cf21-bdd1-4d10-99bb-150ac9cc2cbe,Mobile,Windows,2026-01-09 21:57:43
a101dfb7-0e71-42ac-a654-54cc4a84d326,a279cf21-bdd1-4d10-99bb-150ac9cc2cbe,Tablet,iOS,2026-01-09 21:57:37
13e0a415-da09-415a-a2ed-1dc906a8518a,61404de0-53be-4ddc-9503-f2e5cdb1a350,Desktop,MacOS,2026-01-09 21:57:45
6847dfff-1cf7-4ecb-b2b2-63dc0975254b,61404de0-53be-4ddc-9503-f2e5cdb1a350,Tablet,Android,2026-01-09 21:56:49
378a9fcb-cb10-468a-9fee-7ed91382b3d5,93e6edec-5ed2-4c27-a3fe-4c1e5ac55a20,Desktop,MacOS,2026-01-09 21:57:18
079098e6-58ea-4f60-9baa-70aaf0e645a8,93e6edec-5ed2-4c27-a3fe-4c1e5ac55a20,Mobile,Android,2026-01-09 21:57:01
60f85e41-79f6-4839-b206-e607a31cc76d,926ba641-b101-43ea-9187-070dac1c91b9,Mobile,iOS,2026-01-09 21:57:45
42c2161c-e191-49a7-aac8-16087ee6e87a,3ffbd291-48fb-4a03-867f-d17834d0206b,Desktop,MacOS,2026-01-09 21:56:47
91987a3a-bcac-4ea4-8247-a1ccd698f04e,3ffbd291-48fb-4a03-867f-d17834d0206b,Desktop,Windows,2026-01-09 21:57:27
5551ef30-7db0-408a-bdc6-5292feeceb78,c332fe5f-4537-4f92-8a75-ae913ebbe15b,Desktop,MacOS,2026-01-09 21:57:01
2fa360f0-364d-435b-81ab-93f2f2ea204c,c332fe5f-4537-4f92-8a75-ae913ebbe15b,Tablet,Android,2026-01-09 21:57:31
6220e9e2-5c95-48d0-844b-56f0a596a030,6521b2fc-881e-4d7f-bbf4-92d0cdf497c8,Tablet,iOS,2026-01-09 21:57:01
838faba3-594f-4420-b946-e8d07b789688,6521b2fc-881e-4d7f-bbf4-92d0cdf497c8,Mobile,iOS,2026-01-09 21:57:16
38c0c353-6af9-4cae-a8b1-f1506cb6d5f1,d533fde8-148e-458f-97c7-04748cd62ca6,Tablet,MacOS,2026-01-09 21:57:26
497cae07-5ad5-46ae-ac57-84217b292fec,d533fde8-148e-458f-97c7-04748cd62ca6,Mobile,MacOS,2026-01-09 21:57:00
478de60d-941c-4d1a-ad4d-d88f3c3cfb35,d533fde8-148e-458f-97c7-04748cd62ca6,Tablet,Windows,2026-01-09 21:57:02
4ecc8283-df1d-4c8f-9d3d-6c224f42aa06,798b5bbb-0c98-48ab-b86f-c0c31eb818a5,Tablet,MacOS,2026-01-09 21:57:17
03f8c8ea-81a7-406d-9d1e-7f5a18311a6d,798b5bbb-0c98-48ab-b86f-c0c31eb818a5,Tablet,Android,2026-01-09 21:57:34
4d27e5cb-fe1d-4f49-a272-8d0c8a951c21,798b5bbb-0c98-48ab-b86f-c0c31eb818a5,Desktop,iOS,2026-01-09 21:57:36
32386352-7d90-457e-bc4e-03466c232cc2,312a96ce-e872-4502-8942-a271c3454146,Mobile,iOS,2026-01-09 21:57:47
48bb64bc-1734-4156-bf70-633b5137f8ae,51b6812c-49c7-4ab3-ba62-99199ddd5bfb,Desktop,MacOS,2026-01-09 21:57:39
1ccc9e6d-bcca-449a-b73c-bad63eb3a472,51b6812c-49c7-4ab3-ba62-99199ddd5bfb,Desktop,MacOS,2026-01-09 21:57:08
d2ff76c7-a765-421c-8e31-d345ecde7572,e24b09f3-a731-429a-8eac-6c9085f5405a,Desktop,Windows,2026-01-09 21:57:38
700ef7ae-44bc-4435-8e74-442d77057be0,e24b09f3-a731-429a-8eac-6c9085f5405a,Desktop,Windows,2026-01-09 21:57:34
ea857953-881a-4f49-ab99-09691488c577,36bba1f8-55ee-4a50-81b8-e4c59cd91bbf,Mobile,Windows,2026-01-09 21:57:11
bad85784-ad80-4102-9db0-4c3ede46e356,afb8e855-c9d7-4e5e-909a-07217c688f0f,Mobile,Android,2026-01-09 21:57:00
97af81d6-3160-4f90-92cd-90b1b6ef6f32,afb8e855-c9d7-4e5e-909a-07217c688f0f,Mobile,Android,2026-01-09 21:57:12
65405dca-e671-4c6d-9075-f8693c0db15a,afb8e855-c9d7-4e5e-909a-07217c688f0f,Tablet,Android,2026-01-09 21:56:58
09fcd08a-2931-4dfa-896b-3a60b6a6a6e9,445d3056-e8ba-4ac5-8ed0-1b074ef8ed27,Desktop,Android,2026-01-09 21:57:39
4a9a0ff2-e715-4a2f-b9e8-61a55191116e,15ac065e-f88f-4ec8-b277-a9ada660a665,Mobile,Windows,2026-01-09 21:56:47
ad8d04b6-2839-47f1-971b-34076d11930e,4f202143-7359-40f4-afbd-d9bae6a77365,Desktop,iOS,2026-01-09 21:57:10
95ada6c8-694c-49bf-9e05-1e85ab4302b3,4f202143-7359-40f4-afbd-d9bae6a77365,Tablet,iOS,2026-01-09 21:56:47
07bd730c-ab23-4c62-983c-603f2ae1cdcf,4f202143-7359-40f4-afbd-d9bae6a77365,Mobile,Windows,2026-01-09 21:56:51
4e502d5f-7359-40b5-a065-0754baaddb0f,43c8ab87-1ae7-4860-abb7-088561d27d92,Mobile,Windows,2026-01-09 21:57:09
d671411d-7a26-47f7-93bc-ade1c1b80437,43c8ab87-1ae7-4860-abb7-088561d27d92,Desktop,Android,2026-01-09 21:56:48
80b4a589-a25c-42df-958a-22c951f3ed77,43c8ab87-1ae7-4860-abb7-088561d27d92,Tablet,Windows,2026-01-09 21:57:22
e42b12ba-5e49-42ba-929b-005ac1b1a89b,f3e81060-1eba-42c9-bacf-7d1f02fa64c3,Tablet,iOS,2026-01-09 21:56:54
05d0101b-a832-4c91-a1a3-78d6d56f644c,f3e81060-1eba-42c9-bacf-7d1f02fa64c3,Desktop,Android,2026-01-09 21:56:56
fe65005d-c7bd-4d9e-a67a-38bed5ee0dc8,21d644ee-1de6-4eeb-a604-b00f7f3d7c42,Desktop,Android,2026-01-09 21:57:05
b46e5114-e9a3-49d4-9a6c-321470187153,b38c32d3-1dd8-45f5-ad3c-1f7404a945b5,Desktop,MacOS,2026-01-09 21:57:15
a4b47141-11d3-4c40-be6c-cb028b02c5bc,76624543-cf50-4d14-8c3a-7942931d573a,Mobile,iOS,2026-01-09 21:56:59
a908e575-c8f0-484c-9d30-c11939a5d4e0,76624543-cf50-4d14-8c3a-7942931d573a,Desktop,Android,2026-01-09 21:57:27
98057382-9e6f-415c-a629-2a9d8251cdee,3482f72b-eae9-4737-b9a4-9f10edf4595e,Desktop,Android,2026-01-09 21:57:24
643ab47e-09bd-4442-91bd-ae06debcdda5,3482f72b-eae9-4737-b9a4-9f10edf4595e,Desktop,MacOS,2026-01-09 21:57:45
509bfe59-ff68-410f-8284-5b4f9082691d,3482f72b-eae9-4737-b9a4-9f10edf4595e,Desktop,Windows,2026-01-09 21:57:35
c08cc97e-62b4-403c-bdec-b657230a10be,92ab195a-3de8-480b-a934-c22ba4e8875d,Mobile,Android,2026-01-09 21:57:10
97a45eab-7111-4af4-b011-f770e6d11f5a,92ab195a-3de8-480b-a934-c22ba4e8875d,Desktop,MacOS,2026-01-09 21:56:49
