transaction_id,user_id,device_id,transaction_date,amount,merchant,category,city,country,is_fraud
cc3b985f-842e-4410-8d0d-e90371c7f5bc,99fb662f-6b10-4ec0-88cf-2a6b4fcaba48,666fa3dd-e7c8-4566-beab-43b0ae53ddda,2025-10-02 08:16:23,126.93,"Williams, West and Jackson",Retail,East Charles,USA,False
55f707d2-ee58-4e08-b75f-ba207a3b0dc8,dcc20bbd-f33a-4955-a9f1-68ef78e32544,0be7bb85-27f2-43e2-8d06-bf8d5c66aaf4,2025-12-01 16:03:41,258.92,Palmer Inc,Tech,Simpsonburgh,USA,False
4f986cd5-2cdf-4e7a-b318-fa13a5b5f567,1b126bb6-230d-4b7f-8798-0500afd30f3d,285501f5-7532-4eff-99f8-9aeb7b73aa96,2025-06-03 15:27:33,267.56,Morgan Ltd,Tech,Port Amber,USA,False
b0685551-d9e1-4dc3-96d1-8232df82c8e2,b1442206-3fd2-4803-9eea-f4df7a27d267,781acef7-8f7b-4c27-9108-799f4043aabb,2025-11-03 07:41:54,213.73,Roberts Group,Retail,Josephtown,USA,False
8c1fb67b-ff21-40aa-9f06-4f6bced9aaee,d82cecd1-b7c7-423c-b0ec-31240280c9f6,407bf736-8c4e-43b5-b3e9-efd137a87bfb,2025-10-23 07:06:04,233.03,"Carroll, Robinson and Torres",Food,South Patriciafort,USA,False
e27f1768-b925-47cd-9dfc-317693a32293,af9d5a83-e5dd-4340-b746-7f54d54f6483,e8d0c260-9e2e-47ac-950c-08c1c6c342ac,2025-02-01 00:06:41,15.78,Smith-Stevens,Retail,Michaeltown,USA,False
8e824295-29ab-4623-a828-af82e9e4a72a,fa167097-95a2-4cb6-9ead-5aa6eff15e47,b9a7c75d-ca94-473c-b66a-72de8f6c9466,2025-05-25 11:50:43,154.97,"Lopez, Gomez and Garcia",Retail,Gonzalezhaven,USA,False
31fb94d7-c6b2-4122-b4fe-69ac016638b7,6ab56d44-8c4a-4fa4-ae99-78aac606b4ba,5e5d35fe-cee4-477f-a1e5-3dcb80da955b,2025-07-28 09:59:59,137.78,Jenkins Group,Travel,East Kaylaview,USA,False
805cebf2-862b-43c7-b4a3-521214d5a7ee,47553df1-542b-4a63-9dfe-00f11a31fa50,d7aafe51-b597-4cf6-b969-eb8b7eba554d,2025-04-07 11:33:48,139.62,Foster-Evans,Travel,Mcclainside,USA,False
dc34c312-d0a1-4e57-9676-05c5ba2f7e36,a77e164d-0f44-4949-9e1e-e7de239e08ee,8b1b822e-6dae-4f28-869c-1f7fe0d87c85,2025-11-20 20:20:24,206.92,Rodriguez-Gonzales,Tech,Martinstad,USA,False
38f5727a-8926-4d8c-8261-ae3e0099d5de,0cca1851-d581-4e98-b648-b23fd4a9022f,a941503d-039b-4dce-8016-6923831ccf34,2025-10-26 19:35:48,35.42,Smith-Stephenson,Travel,North Jake,USA,False
6a29e805-9809-4eca-9080-b7b15dbd1155,48d45c17-88ec-4908-aac9-1dac8ec6661e,5926d38f-b12b-421e-ba0f-81aabe0c4bb9,2025-01-25 07:25:08,256.5,Foster Ltd,Travel,Rachelburgh,USA,False
1ac2f3a2-5735-47ee-9d15-3007a856bfae,7207bcee-bc14-415b-896d-0905fe49ef5c,83f2701e-637b-46da-bcc3-06e1c4f01b5e,2025-09-25 09:40:55,146.03,Vaughan Ltd,Food,Davidfort,USA,False
cce6ca50-0c75-4395-81e2-5176d38b6e40,ed3b5aad-a232-4457-8ea7-324d937146c9,79dbab50-c6bb-4691-b5d2-63836d77bbfd,2025-08-11 07:43:38,195.13,Marsh-Klein,Travel,Karenfurt,USA,False
316dad2f-d3f6-424e-ad13-9041ebe7a827,5007b3ce-0437-4656-a101-7905f9419dd8,4765d38f-16c6-4697-8ee1-f5d22a86832b,2025-07-23 13:51:50,85.84,"Mclean, Cameron and Price",Retail,North Lauraberg,USA,False
9c6060ca-3ebb-4e0c-a716-059829ad4745,cadeec0a-5c1d-4ee4-ae1f-18337bbce945,8af290e2-1ab2-4948-a7e1-8a6a55971158,2025-03-11 01:57:34,292.85,Porter-Saunders,Travel,North Erika,USA,False
2e5312d7-7991-4d41-8b45-2134285bdfd4,586f503c-5fa5-4bb2-bcb0-26242b4dbc74,1002f2e9-a387-4b96-b688-361eea71f843,2025-05-22 13:11:17,73.5,Bray-Mclaughlin,Food,Castilloport,USA,False
27e6ea81-e2fd-4577-833f-ff365598cb49,7defdd5a-bf1e-47d4-9b8e-f55fde1d9f2b,023df283-33e5-4aa6-9e40-509ba87bbfc8,2025-07-17 09:23:30,108.79,Hodges and Sons,Food,Lake William,USA,False
380d6981-7967-4a46-9d38-5892e69a729e,752c0d1b-880d-4636-81dd-aece5eadbe50,9d5b3d30-1dab-4acc-806c-3b86c7329efc,2025-04-16 13:24:07,201.91,Wang-Lin,Tech,Lake Lori,USA,False
3cbd1537-5449-47ac-9b67-6d37cf9e4b01,47bf3c19-64c4-45d9-8f74-2207cb540f8b,308ed669-7e1d-4fe0-b01a-a5fa09370307,2025-03-27 17:32:28,35.03,Mccarthy-Patrick,Food,East Victoria,USA,False
fb72fb1d-1cee-4f58-9fdc-b74d3605c7a9,b642bed1-c561-4633-90d4-3d690dd27ec7,181ac688-8f71-4f38-8676-b27854e0035b,2025-08-27 06:33:03,254.1,"Walters, Perez and Anderson",Food,West Veronicaberg,USA,False
bfad6b8a-6e77-4d4a-a517-757bebcd73d3,808360de-679b-48d6-83b9-92f86d4a6195,f8a9d825-f7b8-44bd-884d-e0c9d46efebd,2025-06-24 05:38:05,122.82,Jensen Inc,Retail,South Richardport,USA,False
3d2146b8-3614-4a42-bda5-608c7c665f6a,231d827a-a887-449c-891e-5ab9c44085d0,fd05254c-47c4-41df-b58a-b6c6d8990046,2025-10-08 14:09:23,201.82,"Baird, Walker and Simmons",Food,New Ronaldton,USA,False
808d8ba0-af17-4cd0-b571-d76cc8dd67fd,a83fda01-bd2f-4d98-b262-f5fba3bf3d0b,8b5cc202-1c19-495f-94b5-c0cdacdaf03e,2025-05-07 20:23:28,124.63,Adams LLC,Food,Jenniferbury,USA,False
09e52870-7aa6-448d-a29b-62abe87e7148,02b6633e-8848-49c7-913b-baa07580b84d,0bd88aa6-5014-4dc9-aff8-9bb733ebbd3b,2025-05-13 21:20:10,287.92,White Inc,Tech,Lake Julieborough,USA,False
e2372bb7-e5c8-46c7-9e81-9bd018f23c92,7ff4a6ca-bd70-472d-bf53-ecd771f4fe47,3932807b-68c0-4d0f-8330-25f3a9fd55b4,2025-04-30 11:32:59,149.69,Ramirez-Obrien,Travel,Lopezfort,USA,False
cd88670a-35a7-44a7-abba-fec7e4fd67cb,f789d597-69ea-4b85-9d5a-45f9cbd14e64,dd94b9f0-62b4-459f-9c50-d2e1dbbd66e2,2025-05-30 21:01:33,245.82,Torres-Davis,Food,Lake Andreaberg,USA,False
f56c55c7-fc1e-417c-b0bb-ebbf12bdff12,12b44a50-a663-450e-9ea6-702281c27c67,7af9f5f8-7746-41d4-8289-96fb07f5911e,2025-05-18 07:19:12,228.93,Figueroa-Ward,Retail,Johnview,USA,False
50a52f7c-7873-452f-b08c-5fc56af44d57,238b85bf-a37b-472a-99ff-9da0bca5e22d,4e13a4d2-5da5-47d6-87e4-5da118dd9ef4,2025-04-01 05:51:19,107.22,"Cruz, Eaton and Anderson",Tech,North Brendaborough,USA,False
4c420e3b-4613-4c36-89e5-2bf5f9241588,cfec2cb5-ba3f-4af6-ad53-26b290a74c9c,8cbb6244-eb02-4dbd-ad1e-4974bc34d889,2025-03-25 14:25:03,5.04,"Griffin, Garcia and Mcmahon",Tech,Kevinfort,USA,False
4276c5ef-a647-418e-a82a-a2b620134bd5,2d6faef9-e4bb-4aa5-a46a-1de5e9f97972,3e525055-9312-4014-9ed9-a47f346d55a0,2025-11-01 05:07:31,213.94,Ferguson and Sons,Tech,East Jamesside,USA,False
b4b77e3f-56b9-4c30-9caf-a71e40085272,c7959b95-1711-43d7-acef-740f686ded7a,6f61f55d-5711-437d-acbf-f49db5a37378,2025-10-13 00:49:29,32.27,Snow-Malone,Travel,Patriciamouth,USA,False
3d07ab72-16c7-4383-9a31-f2c0a664817c,b0ab91f7-09ad-40f4-96e0-90a45a9e95d3,626e2dd8-2a93-4ac0-b942-436fd45ac189,2025-09-11 06:58:01,277.41,"Wilson, Graham and Webb",Tech,East Carolberg,USA,False
db42839a-c093-44ca-8f8a-df17afb93633,500d0003-216e-48f2-b9f9-f477e493048f,d897d53f-61df-4032-85e6-9a4ed1b39e0d,2025-05-02 03:59:45,101.19,Sosa Inc,Food,Lake Lisa,USA,False
de14dfc5-0ee9-400e-85e0-0b35b9460026,12d1e2af-1e55-41b9-9516-ccc340fdfa11,b869db45-7b88-48a1-a7cf-ed510e64892b,2025-07-20 22:10:43,287.84,"Patel, Palmer and Jones",Retail,Christensenfurt,USA,False
067644db-c2ea-4f8f-924d-8cb27323a035,6b2d6183-0480-4895-b94d-8548d3349650,9cdfb753-5a33-4e6a-ac8b-c2eed1c3233e,2025-08-16 03:04:11,198.46,Morales-Nelson,Retail,North Ernest,USA,False
6066a389-865c-4c55-a2e6-2404f66ebd38,86001a9d-dc33-4798-aab3-618c7930eace,47169d17-1525-471c-bb89-d697463fbcb8,2025-04-04 06:19:05,266.24,"Horton, Suarez and Gibbs",Tech,Gordonhaven,USA,False
0610a6d1-686c-4384-9836-8d586edca13c,de524d28-b66d-4d53-8adb-b4b9c848e66f,0f4e889d-52b5-4e94-a08b-70c12944952e,2025-04-20 04:42:59,66.31,Phelps-Phillips,Retail,Andreaburgh,USA,False
72c272f6-0892-4029-a1f7-81599cd594b1,bb849989-9bea-43d4-81e9-4680d9eb456d,f1d68b1c-0279-43e0-bcf7-5bf6c5025574,2025-04-06 15:22:36,285.77,Ferguson LLC,Travel,Lake Eddieview,USA,False
7865d2a4-7c7c-47ae-96c2-f9339a51f739,074619da-acfb-4937-a989-ee470d19ccde,ef3f6c6b-512b-4a46-bcca-dacd188469e2,2026-01-04 18:46:49,155.79,Nelson Inc,Travel,Port Jason,USA,False
ed0b7e52-0401-4daa-a0b0-6324b95943f7,849e1e17-d6e4-4e9c-9088-6c73de898bcd,4e014c1d-48a7-42a3-9a92-37078415d0f6,2025-02-23 19:07:27,284.24,Wong Ltd,Travel,Markside,USA,False
9f636c0c-086a-46c4-a969-96c6813554ad,c5c905aa-71f1-429e-837e-5a7c75376c2d,153f996d-ea7d-4252-a6c3-0270991b6fd8,2025-04-22 05:13:02,202.94,"Anderson, Villanueva and Phillips",Tech,Lake Lisastad,USA,False
f9087831-8a89-4655-b338-bf3d0d7c2b2c,3414b560-449a-47d0-acda-2c3320073628,3a369798-d4a6-4b2d-bb80-cbb1341c8c6f,2025-04-04 20:02:13,72.63,"Sanford, Thompson and Bonilla",Food,Lake Juliefurt,USA,False
e1a62251-b44f-4e6a-9955-7d4b7520ba42,7a7b1bf1-03f9-4bef-8cd2-a16517241cf7,44346839-bf00-40c1-a820-a3c2f8f63fe1,2025-09-20 14:17:28,137.55,Berg-Walters,Food,Port Scott,USA,False
5be8d459-21db-4aad-a8cd-0a2b36ca4024,e9e19e27-d443-492e-9612-061a06c97908,88dcf7d4-eca6-4e15-a8dc-d6f8e66a08c9,2025-05-15 14:33:12,181.89,Harris-Soto,Travel,Moorebury,USA,False
a1a29696-12c6-4c95-85e6-b7aace64d6a0,0d5bad42-135b-4b65-af37-f4b5be26f183,85333818-4ccb-43ed-ab99-872dc44c9690,2025-10-20 02:32:34,149.74,"Hamilton, Hernandez and Mendoza",Travel,Whiteburgh,USA,False
8ef32196-cc66-4165-91c4-a80786df6ec0,01dbb7ff-81a4-4fa5-9efa-f1eb4b829aa4,e4d75fc0-40a2-478b-9ed5-46dfe61cbd91,2025-11-22 10:07:38,176.68,Lopez Group,Retail,Lake Julian,USA,False
089ad9a8-e83f-4b98-91bf-2e828c558fe3,3afc37ec-2396-4d5b-8832-0fe0bc878ace,93cc59b4-455a-48e6-9af8-8dc882bf910a,2025-05-10 03:06:21,205.32,Mcclure Group,Retail,North Douglas,USA,False
c461876e-343b-47fb-8793-0c5f57fcea9b,18c016d4-2e3a-47b7-968a-a4a23d264e79,725da81c-ab40-4261-8a38-591d8a38f0ab,2025-06-24 06:29:34,10.91,Gibson Ltd,Food,Garciahaven,USA,False
b4096e16-948b-4389-8066-ac4232f321e1,2f2aa31b-ba9c-4406-9150-55354bf39e1e,e74de563-58a8-4796-8a6d-c88ab290baba,2025-03-03 23:51:02,155.42,"Christensen, Smith and Garcia",Travel,Smithtown,USA,False
5dbec925-a313-4034-b29d-8f62d0b268a8,6abaa6ee-5125-4218-a5fe-e894f9e61239,ba4df437-8243-4912-b9a6-051cc25bcdb3,2025-11-02 04:01:59,125.55,"Michael, Anderson and Carrillo",Tech,Douglastown,USA,False
aab8e950-6dd7-4a99-add0-f6f22afdd58a,f1a18f15-b539-4bc7-8346-f9f12883e358,ea89ed34-c0e9-47b2-9da0-d123f769211f,2025-11-13 09:54:37,154.47,Rosario Inc,Tech,Melissaland,USA,False
148aae00-a5fc-4c7e-8134-6079eeb696c8,f229bb67-5ec1-46a4-bc0b-b56149af5bb2,9f3daaba-840f-484c-ae79-2768a7a6ab1b,2025-03-29 05:58:38,82.12,Castillo PLC,Retail,Ochoaport,USA,False
bbb5e7c7-4349-4616-a2d7-5013d1e51631,edc4ce97-a3c1-4e94-b002-6e1208908939,6020a178-fef8-4cf2-894e-21fec2124976,2025-05-18 12:23:45,181.04,Moore-Brown,Tech,Courtneyville,USA,False
44aba293-52f3-49c6-8111-637d0503c20b,2fe73f2e-15e1-4688-b771-9fd97e1babf0,bfb3f3d1-17db-4ea8-b4f6-3b87f74a003e,2025-01-17 21:52:30,243.45,Garcia LLC,Food,New Oliviachester,USA,False
a8b8aa9a-afa8-4647-ad18-e134400be2cb,d23993de-0c7c-43f0-9d1b-a83a171a5791,68abd097-9726-44ca-b2b6-bf31200624b4,2025-03-05 18:12:04,43.39,Barr Inc,Travel,South Paul,USA,False
4bb364d6-3ae4-4180-ab0c-b2aaae1c5304,a506b043-8efe-4e9b-b311-72c5f2f94e9d,53f6154f-e7df-4ff6-9fc4-cf33d18330ca,2025-05-26 21:17:24,153.31,"Mitchell, Dorsey and Cohen",Retail,South Gavinville,USA,False
ebd26acc-d519-4a1f-bfb0-6b8dda4f16d2,38b16afa-9768-4e54-ba72-6681d31304aa,29eb3a10-d725-48d7-8537-a14e7de5ad90,2025-04-06 20:54:14,192.81,Huber LLC,Retail,Charlesmouth,USA,False
1d12a98b-0d19-42c2-ad19-45b58b6f104a,4301721a-e815-4dc8-8b47-aad1e2ff044a,9681ffda-344a-4540-88fa-065e3cbd3f1f,2025-02-24 15:18:50,173.8,Mclean-Gillespie,Retail,New Edwardchester,USA,False
95ec6586-b7e8-4476-9832-0834a837ca84,85bd36c7-e773-439a-b492-23474d17f662,250d4fa8-5041-46b2-9c77-c5908e7249bd,2025-08-03 16:38:27,90.87,Greene-Shelton,Retail,Lake Gloria,USA,False
33808653-8c5f-47b7-9368-cdf646270828,f554c31b-881d-41dd-87bc-440a2de24f5b,0d755a6f-2722-4df3-8712-373c28a749bb,2025-09-09 07:22:19,162.97,Bailey-Garcia,Travel,Stanleyview,USA,False
eebd4eed-92d7-4107-bb2c-b3c64074e151,3ffbd291-48fb-4a03-867f-d17834d0206b,42c2161c-e191-49a7-aac8-16087ee6e87a,2025-11-20 12:39:20,113.68,"Lindsey, Mccormick and Hensley",Tech,Port Diana,USA,False
8969f9b5-46a3-4254-ae68-e4be722ca7fc,8f4f9996-b746-4776-b833-753939a6bf79,791ecfc4-07bf-46f5-bdf9-2f65b5e125cd,2025-05-14 01:12:19,107.97,Myers Ltd,Tech,Briggsville,USA,False
7a4927f0-a736-47d8-83fd-60de46885144,5c4c3937-5e0c-4d8c-9acf-1eb5e077648d,7af73d6a-980d-45a2-b52e-73639fa3ce1a,2025-08-22 02:05:20,201.23,Moyer-Ramirez,Travel,West Wandaburgh,USA,False
c514e2f0-080a-491e-852c-03cd13af9175,778df629-452e-42aa-b5ed-4f544ffa4491,1df8fa2d-10fe-4b73-ad87-a43839d4e9d6,2025-11-03 18:09:05,101.86,Gomez-Snyder,Retail,Steelechester,USA,False
6897f997-53f5-4b74-8cf2-6ac6c14aa9a4,630c5d7e-d431-481a-92c7-31a09f128b02,be9e3e2e-c260-4d2d-b560-bfadc1eec83d,2025-08-31 08:51:19,58.29,"Cook, Pham and Valdez",Food,South Robert,USA,False
ac39d14c-d9e8-4c17-9061-77a9a030f2fa,9a36b0dc-52ed-43cc-bc35-c7562aac3f0b,ebee2938-ad23-4329-a83a-9456e550a0e9,2025-07-21 17:31:56,217.3,"Ferguson, Patel and Underwood",Travel,Millerchester,USA,False
4986fd70-640f-4641-991b-37f84f233870,d02739fa-61d2-44a1-a798-54d11385e478,9843e29a-8e4c-48ef-891b-c5046c277a34,2025-08-02 07:41:42,255.6,"Frank, Shepherd and Robinson",Tech,East Michaelborough,USA,False
dcbe94fe-b2be-4c89-8e26-573bd6d9acd7,69384260-de4e-44c1-9ef8-cf7d1293692d,3a4a4ede-e253-4088-8e85-28ffd23ea758,2025-12-06 00:19:26,91.03,Cox Group,Food,North Brian,USA,False
c64e8f37-c9d8-40b0-8df3-8c940d474897,2fe73f2e-15e1-4688-b771-9fd97e1babf0,67b63cd8-9588-40c1-b227-a9ed7247bf24,2025-05-25 08:21:29,51.91,Allison-Delacruz,Tech,West Steven,USA,False
854e1581-eb2d-4e96-ac42-fe3d5ab3c1d3,e2e00132-1ea9-40f8-a095-cd8ec07de516,d2fff6da-9b85-4545-8ddf-f3f55abd7d1f,2025-11-30 01:19:08,299.78,"Bonilla, Durham and Sanchez",Travel,North Julie,USA,False
b9c45a3d-54e4-4ee6-a2cb-75c6c9066f87,b0a0ee92-b0bc-4cc2-a3d2-96b533b82e71,032c08a4-3e57-4bdc-976c-29e180e5d410,2025-02-24 04:55:11,277.83,"Padilla, Bennett and Johnson",Retail,Watsonville,USA,False
17525335-99d6-42cc-8f2a-c22c2ec5115a,f1a18f15-b539-4bc7-8346-f9f12883e358,ea89ed34-c0e9-47b2-9da0-d123f769211f,2025-09-24 01:27:20,297.67,"Jones, Monroe and Harrell",Travel,East Michaelland,USA,False
546b7bdc-8b6f-42fd-bd38-a27edbf644e6,07737337-5768-48ba-86df-eb1717b9d4f6,d35ef5f2-25de-43f8-bb2d-b227a33af249,2025-04-14 20:11:43,141.58,Smith Group,Tech,Port Ian,USA,False
1d7fb865-9f48-4c64-b039-ec6269ffc80c,c2ec47be-5290-4e05-a324-c4646556b7d6,f5bb87b4-86f7-45a2-8049-5ca55e232396,2025-10-25 10:39:55,215.81,Adkins Ltd,Tech,Theodoremouth,USA,False
fc78f86b-f5c6-4f5a-895e-2f98d144661d,9a936629-278f-4a9a-ac85-dbfc6fa85bd7,c3841f8e-270b-4989-a4ce-416735ae93a7,2025-07-01 02:20:14,53.02,"Dominguez, Mitchell and Moore",Retail,New Karenhaven,USA,False
9430123c-cf41-42f5-83a1-1c8998285da7,e4d471d6-cf1e-4b4a-9e60-b64bc7a3f1bd,c31633e0-6d4f-4853-bb02-e04b3833375a,2025-03-12 22:45:43,9.69,Sanders Group,Tech,Spencerview,USA,False
575c8a2c-053d-4106-a660-e52e16457497,531247a4-5862-400e-ab1e-97878a1526de,057bdeab-034e-4a0b-a943-e0febd7e9634,2026-01-01 15:18:14,171.83,"Shaw, Fletcher and Henderson",Tech,West Teresa,USA,False
efce95e9-dcb4-41f6-988a-3f90782f6596,f8dbb25d-23b3-4b49-8923-968aabc86486,71ea3be9-6e0e-4a91-8de7-fb5dc64a0379,2025-07-31 04:56:42,180.28,Spence-Martinez,Retail,South Christine,USA,False
d1e4efec-e334-4dd8-b280-aaf73c3a3e98,ebbc6af4-1375-4ac2-9694-e57dadfc67c3,dd80c26e-2f0a-4990-a0be-589e6ad46aca,2025-04-04 16:33:31,160.22,White-Reese,Retail,Port Heatherfort,USA,False
7f6f8b48-91b4-4437-9452-6763db61cc81,b2a9c1c0-4165-4770-a9ee-ef44ce0c66d3,e1a21613-108f-4d97-9d40-c5f82a11299e,2025-05-11 07:20:32,64.39,"May, Wilcox and Martin",Food,Deborahborough,USA,False
7bea4f3f-5573-450b-a635-d8ded4fbdd84,e790978b-e48e-4b1e-b01c-6f960b0c9368,5660e346-42f7-43fb-8812-3fdac8796f0d,2025-04-24 12:02:08,120.72,Garcia LLC,Travel,Anthonyport,USA,False
8fbc7985-37b6-45c5-a1ea-4adc412a5d06,a3337918-79a7-498f-bf79-0927a358dbcf,f5e37371-29b3-4269-b337-74947afb0517,2025-03-13 21:14:23,204.0,"Rodriguez, Lewis and Smith",Food,Jacobborough,USA,False
88f3d3df-540f-4f9d-8f5d-520c550c5bf7,2d6faef9-e4bb-4aa5-a46a-1de5e9f97972,3e525055-9312-4014-9ed9-a47f346d55a0,2025-09-14 14:25:09,96.7,Allen Inc,Tech,New Valeriefort,USA,False
52ee35cc-d58d-4b04-9545-9d094c81b731,e493f81c-8df3-48b6-a6ff-3ce2add5172f,9bee2d2f-4acb-48e3-83d1-3cf14cc2f1cf,2025-01-27 09:58:38,179.64,Edwards LLC,Retail,West Karenfurt,USA,False
2dc2d032-6ebb-4931-8917-ba3555a96ef2,bf3bf637-6528-46e0-8e5e-4fb46967a774,20a5ef12-38da-45ad-aa47-300b1540d6a3,2025-07-22 22:33:17,176.58,Edwards Group,Retail,Terriville,USA,False
97aa9e21-5dcc-4785-a531-dee5df8972ed,4c8e6194-bd0f-4fd2-9f03-4c39d4c49130,40a07531-d9c0-4c4c-a418-a2f04cf07fa8,2025-05-18 08:18:44,28.72,Mosley-Gordon,Retail,North Brenda,USA,False
e0e3770a-b3ea-4b25-9c56-f158cf0fe3a9,b642bed1-c561-4633-90d4-3d690dd27ec7,181ac688-8f71-4f38-8676-b27854e0035b,2025-06-07 01:44:33,41.83,Willis-Christian,Travel,Evanmouth,USA,False
479002fe-9e64-4736-b3ed-9033a539ae51,534b1ac7-b16b-4b4e-8fe9-186e71525e29,552724b3-ad9e-421f-a596-73514abbdc52,2025-02-09 06:13:58,168.26,"Davis, Higgins and Wilkerson",Travel,Port Jennifer,USA,False
2fb7b32f-17ae-4112-8ee9-44627ac10001,486c33f6-558f-4aa4-8e2a-a25dde1055e2,9d56aa46-fb86-47e0-8fae-4622d67ee751,2025-07-23 11:38:22,247.99,"Gay, Franklin and Mills",Retail,Sethberg,USA,False
41752650-ac11-4873-9077-354156e9e21b,adab5c34-ca65-46de-b8f4-f91511be3c8c,21c5fd05-6f6c-484a-b9ac-f5d0d91690d1,2025-05-21 08:06:18,30.73,Ward-Chase,Retail,Williamsfurt,USA,False
96ab0a5b-ffa9-421f-9a93-239173085151,05a52ab1-d760-4148-8e31-8594ddf213ba,a8f2f676-d3eb-43c1-9f2b-7540195944b6,2025-04-12 12:52:32,186.74,Shea PLC,Tech,East Ashleyfort,USA,False
a4d1604b-45a3-4eab-9e7f-ddd964d45b25,3bddfc3f-14f9-471d-b8fc-04b6982c693c,71b1d6d3-be06-4623-91cd-82396bf9ed41,2025-02-16 12:05:35,278.31,Thomas LLC,Retail,South Clintonmouth,USA,False
691a156e-6db2-46ac-8f53-47a67952ef7c,235c6b78-0dfe-4014-abb1-a8b7d6e9da9d,9449f917-f044-4bbd-abe9-63a02d0de46e,2025-03-16 14:05:09,8.64,Martin-Ramirez,Tech,Michaelland,USA,False
a3f98392-1177-4fef-9f39-6c8aee81aa1f,31f1580e-e7a0-4411-ad68-f98bc5491002,7251c6b8-2313-4a14-99b3-cc396db05621,2025-03-20 06:20:23,243.91,"Ingram, Scott and Kennedy",Food,Kathrynmouth,USA,False
2bf29461-d012-4060-b251-1821fcecf58d,72321059-f5bf-4e4b-a7a7-13e10ba40ffa,80a6306d-f918-43af-bb74-986e80b7fdff,2025-09-19 05:21:52,131.76,Case PLC,Food,Williamsport,USA,False
dbd81255-9371-456a-bcfe-11986fc21171,99000332-a140-4ce5-acda-d421ded6aabc,ebcc1a6d-9a63-4d14-8055-1f2cd98841ad,2025-06-14 09:13:38,47.92,Vincent-Stark,Tech,South Michael,USA,False
d9be5f03-2cf3-49e3-af69-8cc2d21131f6,dbbb90e3-774e-4912-a867-d41a9d3fd29e,c54f4c90-3717-428d-8e5f-527f98569b60,2025-12-03 18:38:31,166.87,"Crane, Brooks and Fleming",Food,Bakerton,USA,False
27cdc499-98a9-4540-8289-5604f732ceaa,6bb964d0-7c93-435d-a547-4f046165eb82,95f7ca19-ac36-484e-93ed-40a8dc029b89,2025-09-07 16:44:31,240.53,"Brown, Gibbs and Lyons",Travel,East Melissaport,USA,False
e14a9efb-a729-49b4-aebd-d0d8bf4381ab,6ab56d44-8c4a-4fa4-ae99-78aac606b4ba,5e5d35fe-cee4-477f-a1e5-3dcb80da955b,2025-06-04 15:06:54,290.98,Hudson Inc,Tech,South Morgan,USA,False
df4c8ccb-19b1-43d4-94ba-67235e4de3d5,c34636dd-b434-4937-a397-e74f877691a9,6d7d2328-695c-47b7-b0f1-8b8dad0bd900,2025-09-26 13:08:18,32.33,Bailey Group,Travel,Rodriguezburgh,USA,False
